Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh)
06-03-2024,04:00:00,231.14,0.03,6.93,17
06-03-2024,04:15:00,236.55,0.07,16.56,41
06-03-2024,04:30:00,234.36,0.05,11.72,29
06-03-2024,04:45:00,232.47,0.04,9.3,23
06-03-2024,05:00:00,234.17,0.06,14.05,35
06-03-2024,05:15:00,232.48,0.05,11.62,29
06-03-2024,05:30:00,230.17,0.03,6.91,17
06-03-2024,05:45:00,236.59,0.03,7.1,18
06-03-2024,06:00:00,236.12,0.08,18.89,47
06-03-2024,06:15:00,235.22,0.04,9.41,24
06-03-2024,06:30:00,231.73,0.03,6.95,17
06-03-2024,06:45:00,239.32,0.08,19.15,48
06-03-2024,07:00:00,237.72,0.09,21.39,53
06-03-2024,07:15:00,232.65,0.07,16.29,41
06-03-2024,07:30:00,235.53,0.05,11.78,29
06-03-2024,07:45:00,239.01,0.07,16.73,42
06-03-2024,08:00:00,238.82,0.06,14.33,36
06-03-2024,08:15:00,236.94,0.04,9.48,24
06-03-2024,08:30:00,236.7,0.08,18.94,47
06-03-2024,08:45:00,237.98,0.07,16.66,42
06-03-2024,09:00:00,235.76,0.07,16.5,41
06-03-2024,09:15:00,232.65,0.04,9.31,23
06-03-2024,09:30:00,233.62,0.04,9.34,23
06-03-2024,09:45:00,237.51,0.03,7.13,18
06-03-2024,10:00:00,231.05,0.09,20.79,52
06-03-2024,10:15:00,234.2,0.06,14.05,35
06-03-2024,10:30:00,230.81,0.05,11.54,29
06-03-2024,10:45:00,231.15,0.07,16.18,4
06-03-2024,11:00:00,237.59,0.06,14.26,36
06-03-2024,11:15:00,232.33,0.04,9.29,23
06-03-2024,11:30:00,237.91,0.05,11.9,3
06-03-2024,11:45:00,239.75,0.07,16.78,42
06-03-2024,12:00:00,233.47,0.05,11.67,29
06-03-2024,12:15:00,233.83,0.1,23.38,58
06-03-2024,12:30:00,230.01,0.07,16.1,4
06-03-2024,12:45:00,232.88,0.09,20.96,52
06-03-2024,13:00:00,234.22,0.05,11.71,29
06-03-2024,13:15:00,239.08,0.06,14.34,36
06-03-2024,13:30:00,232.04,0.07,16.24,41
06-03-2024,13:45:00,238.2,0.08,19.06,48
06-03-2024,14:00:00,231.66,0.07,16.22,41
06-03-2024,14:15:00,233.21,0.04,9.33,23
06-03-2024,14:30:00,231.87,0.08,18.55,46
06-03-2024,14:45:00,235.58,0.07,16.49,41
06-03-2024,15:00:00,233.5,0.04,9.34,23
06-03-2024,15:15:00,237.25,0.08,18.98,47
06-03-2024,15:30:00,234.59,0.09,21.11,53
06-03-2024,15:45:00,239.52,0.06,14.37,36
06-03-2024,16:00:00,233.4,0.08,18.67,47
06-03-2024,16:15:00,235.36,0.05,11.77,29
06-03-2024,16:30:00,234.32,0.08,18.75,47
06-03-2024,16:45:00,239.6,0.07,16.77,42
06-03-2024,17:00:00,235.87,0.09,21.23,53
06-03-2024,17:15:00,233.12,0.09,20.98,52
06-03-2024,17:30:00,237.26,0.07,16.61,42
06-03-2024,17:45:00,233.75,0.09,21.04,53
06-03-2024,18:00:00,232.05,0.09,20.88,52
06-03-2024,18:15:00,230.52,0.08,18.44,46
06-03-2024,18:30:00,232.99,0.07,16.31,41
06-03-2024,18:45:00,235.8,0.07,16.51,41
06-03-2024,19:00:00,238.17,0.04,9.53,24
06-03-2024,19:15:00,235.09,0.07,16.46,41
06-03-2024,19:30:00,234.46,0.08,18.76,47
06-03-2024,19:45:00,239.51,0.06,14.37,36
06-03-2024,20:00:00,231.29,0.07,16.19,4
06-03-2024,20:15:00,234.21,0.07,16.39,41
06-03-2024,20:30:00,238.32,0.06,14.3,36
06-03-2024,20:45:00,231.39,0.03,6.94,17
06-03-2024,21:00:00,236.26,0.03,7.09,18
06-03-2024,21:15:00,235.68,0.04,9.43,24
06-03-2024,21:30:00,234.41,0.07,16.41,41
06-03-2024,21:45:00,239.44,0.04,9.58,24
06-03-2024,22:00:00,231.88,0.08,18.55,46
06-03-2024,22:15:00,233.14,0.03,6.99,17
06-03-2024,22:30:00,238.07,0.07,16.66,42
06-03-2024,22:45:00,239.0,0.09,21.51,54
06-03-2024,23:00:00,234.4,0.09,21.1,53
06-03-2024,23:15:00,236.17,0.05,11.81,3
06-03-2024,23:30:00,233.31,0.06,14.0,35
06-03-2024,23:45:00,237.88,0.07,16.65,42
07-03-2024,00:00:00,239.74,0.08,19.18,48
07-03-2024,00:15:00,233.9,0.09,21.05,53
07-03-2024,00:30:00,239.86,0.06,14.39,36
07-03-2024,00:45:00,230.1,0.04,9.2,23
07-03-2024,00:00:00,231.39,0.06,13.88,35
07-03-2024,00:15:00,234.96,0.07,16.45,41
07-03-2024,00:30:00,232.86,0.08,18.63,47
07-03-2024,00:45:00,237.87,0.06,14.27,36
07-03-2024,01:00:00,236.65,0.06,14.2,35
07-03-2024,01:15:00,230.93,0.04,9.24,23
07-03-2024,01:30:00,233.69,0.08,18.7,47
07-03-2024,01:45:00,234.05,0.1,23.41,59
07-03-2024,02:00:00,238.31,0.07,16.68,42
07-03-2024,02:15:00,234.23,0.06,14.05,35
07-03-2024,02:30:00,236.79,0.07,16.58,41
07-03-2024,02:45:00,231.08,0.07,16.18,4
07-03-2024,03:00:00,237.35,0.07,16.61,42
07-03-2024,03:15:00,234.6,0.08,18.77,47
07-03-2024,03:30:00,237.36,0.09,21.36,53
07-03-2024,03:45:00,233.89,0.1,23.39,58
07-03-2024,04:00:00,233.11,0.07,16.32,41
07-03-2024,04:15:00,235.26,0.04,9.41,24
07-03-2024,04:30:00,238.68,0.04,9.55,24
07-03-2024,04:45:00,235.23,0.06,14.11,35
07-03-2024,05:00:00,230.21,0.09,20.72,52
07-03-2024,05:15:00,231.39,0.04,9.26,23
07-03-2024,05:30:00,239.78,0.07,16.78,42
07-03-2024,05:45:00,235.16,0.06,14.11,35
07-03-2024,06:00:00,239.62,0.08,19.17,48
07-03-2024,06:15:00,239.75,0.1,23.98,6
07-03-2024,06:30:00,239.74,0.07,16.78,42
07-03-2024,06:45:00,239.12,0.08,19.13,48
07-03-2024,07:00:00,238.85,0.09,21.5,54
07-03-2024,07:15:00,238.8,0.06,14.33,36
07-03-2024,07:30:00,234.81,0.06,14.09,35
07-03-2024,07:45:00,235.17,0.08,18.81,47
07-03-2024,08:00:00,237.45,0.07,16.62,42
07-03-2024,08:15:00,238.49,0.09,21.46,54
07-03-2024,08:30:00,237.11,0.05,11.86,3
07-03-2024,08:45:00,237.87,0.07,16.65,42
07-03-2024,09:00:00,234.6,0.05,11.73,29
07-03-2024,09:15:00,237.14,0.03,7.11,18
07-03-2024,09:30:00,233.37,0.08,18.67,47
07-03-2024,09:45:00,236.51,0.05,11.83,3
07-03-2024,10:00:00,234.69,0.06,14.08,35
07-03-2024,10:15:00,236.04,0.1,23.6,59
07-03-2024,10:30:00,237.18,0.06,14.23,36
07-03-2024,10:45:00,237.3,0.05,11.87,3
07-03-2024,11:00:00,231.63,0.07,16.21,41
07-03-2024,11:15:00,236.86,0.07,16.58,41
07-03-2024,11:30:00,235.38,0.04,9.42,24
07-03-2024,11:45:00,238.05,0.04,9.52,24
07-03-2024,12:00:00,232.6,0.08,18.61,47
07-03-2024,12:15:00,238.64,0.04,9.55,24
07-03-2024,12:30:00,235.63,0.04,9.43,24
07-03-2024,12:45:00,236.42,0.09,21.28,53
07-03-2024,13:00:00,232.47,0.04,9.3,23
07-03-2024,13:15:00,235.52,0.08,18.84,47
07-03-2024,13:30:00,230.71,0.08,18.46,46
07-03-2024,13:45:00,238.9,0.1,23.89,6
07-03-2024,14:00:00,236.85,0.07,16.58,41
07-03-2024,14:15:00,235.95,0.07,16.52,41
07-03-2024,14:30:00,237.01,0.09,21.33,53
07-03-2024,14:45:00,231.58,0.06,13.89,35
07-03-2024,15:00:00,231.95,0.07,16.24,41
07-03-2024,15:15:00,232.95,0.1,23.3,58
07-03-2024,15:30:00,235.78,0.09,21.22,53
07-03-2024,15:45:00,238.39,0.08,19.07,48
07-03-2024,16:00:00,231.58,0.05,11.58,29
07-03-2024,16:15:00,239.64,0.03,7.19,18
07-03-2024,16:30:00,232.25,0.03,6.97,17
07-03-2024,16:45:00,235.53,0.05,11.78,29
07-03-2024,17:00:00,231.28,0.04,9.25,23
07-03-2024,17:15:00,234.56,0.09,21.11,53
07-03-2024,17:30:00,232.12,0.09,20.89,52
07-03-2024,17:45:00,239.04,0.06,14.34,36
07-03-2024,18:00:00,231.1,0.03,6.93,17
07-03-2024,18:15:00,234.11,0.07,16.39,41
07-03-2024,18:30:00,231.41,0.07,16.2,4
07-03-2024,18:45:00,234.61,0.05,11.73,29
07-03-2024,19:00:00,233.76,0.04,9.35,23
07-03-2024,19:15:00,238.37,0.04,9.53,24
07-03-2024,19:30:00,238.84,0.06,14.33,36
07-03-2024,19:45:00,232.67,0.1,23.27,58
07-03-2024,20:00:00,236.28,0.07,16.54,41
07-03-2024,20:15:00,232.49,0.09,20.92,52
07-03-2024,20:30:00,237.21,0.09,21.35,53
07-03-2024,20:45:00,238.22,0.09,21.44,54
07-03-2024,21:00:00,239.85,0.1,23.98,6
07-03-2024,21:15:00,233.71,0.03,7.01,18
07-03-2024,21:30:00,231.5,0.07,16.21,41
07-03-2024,21:45:00,232.19,0.1,23.22,58
07-03-2024,22:00:00,234.89,0.05,11.74,29
07-03-2024,22:15:00,230.6,0.08,18.45,46
07-03-2024,22:30:00,234.76,0.08,18.78,47
07-03-2024,22:45:00,236.2,0.1,23.62,59
07-03-2024,23:00:00,238.97,0.1,23.9,6
07-03-2024,23:15:00,232.77,0.09,20.95,52
07-03-2024,23:30:00,232.82,0.06,13.97,35
07-03-2024,23:45:00,238.98,0.09,21.51,54
08-03-2024,00:00:00,234.47,0.07,16.41,41
08-03-2024,00:15:00,236.25,0.03,7.09,18
08-03-2024,00:30:00,239.39,0.04,9.58,24
08-03-2024,00:45:00,238.51,0.06,14.31,36
08-03-2024,00:00:00,231.06,0.06,13.86,35
08-03-2024,00:15:00,232.12,0.06,13.93,35
08-03-2024,00:30:00,232.85,0.04,9.31,23
08-03-2024,00:45:00,232.16,0.05,11.61,29
08-03-2024,01:00:00,236.35,0.06,14.18,35
08-03-2024,01:15:00,230.44,0.07,16.13,4
08-03-2024,01:30:00,234.75,0.04,9.39,23
08-03-2024,01:45:00,230.93,0.06,13.86,35
08-03-2024,02:00:00,238.2,0.07,16.67,42
08-03-2024,02:15:00,233.48,0.05,11.67,29
08-03-2024,02:30:00,231.06,0.07,16.17,4
08-03-2024,02:45:00,236.41,0.04,9.46,24
08-03-2024,03:00:00,231.14,0.03,6.93,17
08-03-2024,03:15:00,236.01,0.07,16.52,41
08-03-2024,03:30:00,238.27,0.05,11.91,3
08-03-2024,03:45:00,230.02,0.09,20.7,52
08-03-2024,04:00:00,238.36,0.06,14.3,36
08-03-2024,04:15:00,239.97,0.08,19.2,48
08-03-2024,04:30:00,234.56,0.09,21.11,53
08-03-2024,04:45:00,232.74,0.05,11.64,29
08-03-2024,05:00:00,237.16,0.04,9.49,24
08-03-2024,05:15:00,234.04,0.05,11.7,29
08-03-2024,05:30:00,230.69,0.08,18.46,46
08-03-2024,05:45:00,236.45,0.04,9.46,24
08-03-2024,06:00:00,235.38,0.07,16.48,41
08-03-2024,06:15:00,237.92,0.05,11.9,3
08-03-2024,06:30:00,237.83,0.04,9.51,24
08-03-2024,06:45:00,236.41,0.04,9.46,24
08-03-2024,07:00:00,234.18,0.08,18.73,47
08-03-2024,07:15:00,238.09,0.06,14.29,36
08-03-2024,07:30:00,232.73,0.06,13.96,35
08-03-2024,07:45:00,238.98,0.05,11.95,3
08-03-2024,08:00:00,230.11,0.06,13.81,35
08-03-2024,08:15:00,238.56,0.07,16.7,42
08-03-2024,08:30:00,230.42,0.07,16.13,4
08-03-2024,08:45:00,231.66,0.09,20.85,52
08-03-2024,09:00:00,239.09,0.08,19.13,48
08-03-2024,09:15:00,238.51,0.09,21.47,54
08-03-2024,09:30:00,238.34,0.09,21.45,54
08-03-2024,09:45:00,234.41,0.09,21.1,53
08-03-2024,10:00:00,235.28,0.05,11.76,29
08-03-2024,10:15:00,237.95,0.07,16.66,42
08-03-2024,10:30:00,230.77,0.07,16.15,4
08-03-2024,10:45:00,235.44,0.09,21.19,53
08-03-2024,11:00:00,231.58,0.1,23.16,58
08-03-2024,11:15:00,235.71,0.1,23.57,59
08-03-2024,11:30:00,239.62,0.06,14.38,36
08-03-2024,11:45:00,235.14,0.06,14.11,35
08-03-2024,12:00:00,232.78,0.05,11.64,29
08-03-2024,12:15:00,238.68,0.1,23.87,6
08-03-2024,12:30:00,235.09,0.04,9.4,24
08-03-2024,12:45:00,234.62,0.04,9.38,23
08-03-2024,13:00:00,233.29,0.07,16.33,41
08-03-2024,13:15:00,234.45,0.06,14.07,35
08-03-2024,13:30:00,236.46,0.05,11.82,3
08-03-2024,13:45:00,235.46,0.07,16.48,41
08-03-2024,14:00:00,232.72,0.04,9.31,23
08-03-2024,14:15:00,233.82,0.06,14.03,35
08-03-2024,14:30:00,231.48,0.08,18.52,46
08-03-2024,14:45:00,239.66,0.09,21.57,54
08-03-2024,15:00:00,233.91,0.03,7.02,18
08-03-2024,15:15:00,232.38,0.06,13.94,35
08-03-2024,15:30:00,236.86,0.06,14.21,36
08-03-2024,15:45:00,236.68,0.05,11.83,3
08-03-2024,16:00:00,237.43,0.06,14.25,36
08-03-2024,16:15:00,239.12,0.07,16.74,42
08-03-2024,16:30:00,238.63,0.09,21.48,54
08-03-2024,16:45:00,235.77,0.06,14.15,35
08-03-2024,17:00:00,231.7,0.07,16.22,41
08-03-2024,17:15:00,235.48,0.08,18.84,47
08-03-2024,17:30:00,237.39,0.08,18.99,47
08-03-2024,17:45:00,238.93,0.07,16.73,42
08-03-2024,18:00:00,237.11,0.04,9.48,24
08-03-2024,18:15:00,239.48,0.09,21.55,54
08-03-2024,18:30:00,230.06,0.09,20.71,52
08-03-2024,18:45:00,233.51,0.08,18.68,47
08-03-2024,19:00:00,238.94,0.07,16.73,42
08-03-2024,19:15:00,239.61,0.08,19.17,48
08-03-2024,19:30:00,234.7,0.07,16.43,41
08-03-2024,19:45:00,237.49,0.07,16.62,42
08-03-2024,20:00:00,237.58,0.03,7.13,18
08-03-2024,20:15:00,235.6,0.06,14.14,35
08-03-2024,20:30:00,230.59,0.04,9.22,23
08-03-2024,20:45:00,236.1,0.05,11.8,3
08-03-2024,21:00:00,234.57,0.08,18.77,47
08-03-2024,21:15:00,234.08,0.05,11.7,29
08-03-2024,21:30:00,237.56,0.07,16.63,42
08-03-2024,21:45:00,237.08,0.03,7.11,18
08-03-2024,22:00:00,231.56,0.06,13.89,35
08-03-2024,22:15:00,239.72,0.08,19.18,48
08-03-2024,22:30:00,235.93,0.05,11.8,3
08-03-2024,22:45:00,238.79,0.06,14.33,36
08-03-2024,23:00:00,234.73,0.04,9.39,23
08-03-2024,23:15:00,233.23,0.06,13.99,35
08-03-2024,23:30:00,235.71,0.04,9.43,24
08-03-2024,23:45:00,231.51,0.07,16.21,41
09-03-2024,00:00:00,238.53,0.09,21.47,54
09-03-2024,00:15:00,230.19,0.06,13.81,35
09-03-2024,00:30:00,235.87,0.04,9.43,24
09-03-2024,00:45:00,239.19,0.1,23.92,6
09-03-2024,00:00:00,238.66,0.04,9.55,24
09-03-2024,00:15:00,239.49,0.06,14.37,36
09-03-2024,00:30:00,233.01,0.07,16.31,41
09-03-2024,00:45:00,230.96,0.04,9.24,23
09-03-2024,01:00:00,238.59,0.06,14.32,36
09-03-2024,01:15:00,236.81,0.04,9.47,24
09-03-2024,01:30:00,235.34,0.04,9.41,24
09-03-2024,01:45:00,232.24,0.1,23.22,58
09-03-2024,02:00:00,232.15,0.04,9.29,23
09-03-2024,02:15:00,233.4,0.09,21.01,53
09-03-2024,02:30:00,230.3,0.08,18.42,46
09-03-2024,02:45:00,237.34,0.05,11.87,3
09-03-2024,03:00:00,232.08,0.07,16.25,41
09-03-2024,03:15:00,231.43,0.05,11.57,29
09-03-2024,03:30:00,234.53,0.06,14.07,35
09-03-2024,03:45:00,239.59,0.1,23.96,6
09-03-2024,04:00:00,237.19,0.04,9.49,24
09-03-2024,04:15:00,232.41,0.05,11.62,29
09-03-2024,04:30:00,235.96,0.06,14.16,35
09-03-2024,04:45:00,232.97,0.03,6.99,17
09-03-2024,05:00:00,236.92,0.09,21.32,53
09-03-2024,05:15:00,238.4,0.1,23.84,6
09-03-2024,05:30:00,238.21,0.04,9.53,24
09-03-2024,05:45:00,237.94,0.04,9.52,24
09-03-2024,06:00:00,232.65,0.03,6.98,17
09-03-2024,06:15:00,237.21,0.04,9.49,24
09-03-2024,06:30:00,234.79,0.08,18.78,47
09-03-2024,06:45:00,231.72,0.08,18.54,46
09-03-2024,07:00:00,235.32,0.03,7.06,18
09-03-2024,07:15:00,235.85,0.07,16.51,41
09-03-2024,07:30:00,232.82,0.06,13.97,35
09-03-2024,07:45:00,237.04,0.05,11.85,3
09-03-2024,08:00:00,234.47,0.07,16.41,41
09-03-2024,08:15:00,230.61,0.08,18.45,46
09-03-2024,08:30:00,239.99,0.1,24.0,6
09-03-2024,08:45:00,238.27,0.1,23.83,6
09-03-2024,09:00:00,239.82,0.06,14.39,36
09-03-2024,09:15:00,237.69,0.06,14.26,36
09-03-2024,09:30:00,234.69,0.04,9.39,23
09-03-2024,09:45:00,237.68,0.09,21.39,53
09-03-2024,10:00:00,235.05,0.09,21.15,53
09-03-2024,10:15:00,230.13,0.09,20.71,52
09-03-2024,10:30:00,236.34,0.06,14.18,35
09-03-2024,10:45:00,237.86,0.08,19.03,48
09-03-2024,11:00:00,236.94,0.07,16.59,41
09-03-2024,11:15:00,233.08,0.06,13.98,35
09-03-2024,11:30:00,238.73,0.05,11.94,3
09-03-2024,11:45:00,231.48,0.04,9.26,23
09-03-2024,12:00:00,231.68,0.09,20.85,52
09-03-2024,12:15:00,235.23,0.04,9.41,24
09-03-2024,12:30:00,237.39,0.07,16.62,42
09-03-2024,12:45:00,238.94,0.06,14.34,36
09-03-2024,13:00:00,232.36,0.03,6.97,17
09-03-2024,13:15:00,236.48,0.04,9.46,24
09-03-2024,13:30:00,232.27,0.09,20.9,52
09-03-2024,13:45:00,238.76,0.09,21.49,54
09-03-2024,14:00:00,230.55,0.05,11.53,29
09-03-2024,14:15:00,234.42,0.09,21.1,53
09-03-2024,14:30:00,238.03,0.06,14.28,36
09-03-2024,14:45:00,231.77,0.04,9.27,23
09-03-2024,15:00:00,234.79,0.06,14.09,35
09-03-2024,15:15:00,232.34,0.03,6.97,17
09-03-2024,15:30:00,235.07,0.08,18.81,47
09-03-2024,15:45:00,238.17,0.04,9.53,24
09-03-2024,16:00:00,234.08,0.06,14.04,35
09-03-2024,16:15:00,236.71,0.06,14.2,35
09-03-2024,16:30:00,234.38,0.1,23.44,59
09-03-2024,16:45:00,232.23,0.07,16.26,41
09-03-2024,17:00:00,238.73,0.05,11.94,3
09-03-2024,17:15:00,230.93,0.05,11.55,29
09-03-2024,17:30:00,239.63,0.07,16.77,42
09-03-2024,17:45:00,232.99,0.1,23.3,58
09-03-2024,18:00:00,230.26,0.08,18.42,46
09-03-2024,18:15:00,237.99,0.06,14.28,36
09-03-2024,18:30:00,239.58,0.03,7.19,18
09-03-2024,18:45:00,237.25,0.05,11.86,3
09-03-2024,19:00:00,232.77,0.06,13.97,35
09-03-2024,19:15:00,239.89,0.07,16.79,42
09-03-2024,19:30:00,237.46,0.06,14.25,36
09-03-2024,19:45:00,239.67,0.06,14.38,36
09-03-2024,20:00:00,230.52,0.06,13.83,35
09-03-2024,20:15:00,236.03,0.06,14.16,35
09-03-2024,20:30:00,233.68,0.06,14.02,35
09-03-2024,20:45:00,238.0,0.06,14.28,36
09-03-2024,21:00:00,239.67,0.08,19.17,48
09-03-2024,21:15:00,230.56,0.08,18.44,46
09-03-2024,21:30:00,230.79,0.03,6.92,17
09-03-2024,21:45:00,235.95,0.07,16.52,41
09-03-2024,22:00:00,231.43,0.06,13.89,35
09-03-2024,22:15:00,230.52,0.1,23.05,58
09-03-2024,22:30:00,230.09,0.04,9.2,23
09-03-2024,22:45:00,234.01,0.08,18.72,47
09-03-2024,23:00:00,238.33,0.03,7.15,18
09-03-2024,23:15:00,235.21,0.06,14.11,35
09-03-2024,23:30:00,236.15,0.06,14.17,35
09-03-2024,23:45:00,237.75,0.07,16.64,42
10-03-2024,00:00:00,232.52,0.05,11.63,29
10-03-2024,00:15:00,232.1,0.04,9.28,23
10-03-2024,00:30:00,232.12,0.05,11.61,29
10-03-2024,00:45:00,237.65,0.07,16.64,42
10-03-2024,00:00:00,234.9,0.05,11.75,29
10-03-2024,00:15:00,236.97,0.08,18.96,47
10-03-2024,00:30:00,233.5,0.08,18.68,47
10-03-2024,00:45:00,235.55,0.03,7.07,18
10-03-2024,01:00:00,239.52,0.04,9.58,24
10-03-2024,01:15:00,237.89,0.05,11.89,3
10-03-2024,01:30:00,239.54,0.05,11.98,3
10-03-2024,01:45:00,236.97,0.09,21.33,53
10-03-2024,02:00:00,234.69,0.06,14.08,35
10-03-2024,02:15:00,239.23,0.05,11.96,3
10-03-2024,02:30:00,234.68,0.04,9.39,23
10-03-2024,02:45:00,231.31,0.04,9.25,23
10-03-2024,03:00:00,237.69,0.09,21.39,53
10-03-2024,03:15:00,234.01,0.04,9.36,23
10-03-2024,03:30:00,237.28,0.06,14.24,36
10-03-2024,03:45:00,239.52,0.09,21.56,54
10-03-2024,04:00:00,236.17,0.08,18.89,47
10-03-2024,04:15:00,231.57,0.05,11.58,29
10-03-2024,04:30:00,236.67,0.09,21.3,53
10-03-2024,04:45:00,235.3,0.05,11.77,29
10-03-2024,05:00:00,237.56,0.1,23.76,59
10-03-2024,05:15:00,239.13,0.09,21.52,54
10-03-2024,05:30:00,231.19,0.08,18.5,46
10-03-2024,05:45:00,237.01,0.05,11.85,3
10-03-2024,06:00:00,230.68,0.03,6.92,17
10-03-2024,06:15:00,235.85,0.03,7.08,18
10-03-2024,06:30:00,231.33,0.04,9.25,23
10-03-2024,06:45:00,231.08,0.04,9.24,23
10-03-2024,07:00:00,237.09,0.09,21.34,53
10-03-2024,07:15:00,235.85,0.08,18.87,47
10-03-2024,07:30:00,234.54,0.1,23.45,59
10-03-2024,07:45:00,235.0,0.07,16.45,41
10-03-2024,08:00:00,231.39,0.1,23.14,58
10-03-2024,08:15:00,233.56,0.06,14.01,35
10-03-2024,08:30:00,233.84,0.07,16.37,41
10-03-2024,08:45:00,230.69,0.08,18.46,46
10-03-2024,09:00:00,232.1,0.09,20.89,52
10-03-2024,09:15:00,235.72,0.1,23.57,59
10-03-2024,09:30:00,234.61,0.05,11.73,29
10-03-2024,09:45:00,230.22,0.09,20.72,52
10-03-2024,10:00:00,230.61,0.06,13.84,35
10-03-2024,10:15:00,239.42,0.09,21.55,54
10-03-2024,10:30:00,235.26,0.06,14.12,35
10-03-2024,10:45:00,233.24,0.07,16.33,41
10-03-2024,11:00:00,233.35,0.06,14.0,35
10-03-2024,11:15:00,237.05,0.04,9.48,24
10-03-2024,11:30:00,236.16,0.07,16.53,41
10-03-2024,11:45:00,237.63,0.06,14.26,36
10-03-2024,12:00:00,233.3,0.07,16.33,41
10-03-2024,12:15:00,233.69,0.05,11.68,29
10-03-2024,12:30:00,239.68,0.09,21.57,54
10-03-2024,12:45:00,238.77,0.09,21.49,54
10-03-2024,13:00:00,230.63,0.04,9.23,23
10-03-2024,13:15:00,230.38,0.07,16.13,4
10-03-2024,13:30:00,238.45,0.09,21.46,54
10-03-2024,13:45:00,235.91,0.05,11.8,3
10-03-2024,14:00:00,238.62,0.08,19.09,48
10-03-2024,14:15:00,230.2,0.04,9.21,23
10-03-2024,14:30:00,232.47,0.06,13.95,35
10-03-2024,14:45:00,230.43,0.09,20.74,52
10-03-2024,15:00:00,239.83,0.05,11.99,3
10-03-2024,15:15:00,235.43,0.07,16.48,41
10-03-2024,15:30:00,230.22,0.07,16.12,4
10-03-2024,15:45:00,239.27,0.09,21.53,54
10-03-2024,16:00:00,232.12,0.07,16.25,41
10-03-2024,16:15:00,232.38,0.08,18.59,46
10-03-2024,16:30:00,238.52,0.04,9.54,24
10-03-2024,16:45:00,231.01,0.05,11.55,29
10-03-2024,17:00:00,233.21,0.04,9.33,23
10-03-2024,17:15:00,234.11,0.06,14.05,35
10-03-2024,17:30:00,235.24,0.1,23.52,59
10-03-2024,17:45:00,237.32,0.04,9.49,24
10-03-2024,18:00:00,237.29,0.08,18.98,47
10-03-2024,18:15:00,233.36,0.05,11.67,29
10-03-2024,18:30:00,231.4,0.07,16.2,4
10-03-2024,18:45:00,231.29,0.04,9.25,23
10-03-2024,19:00:00,232.31,0.08,18.58,46
10-03-2024,19:15:00,234.81,0.09,21.13,53
10-03-2024,19:30:00,236.81,0.08,18.94,47
10-03-2024,19:45:00,233.36,0.06,14.0,35
10-03-2024,20:00:00,233.2,0.04,9.33,23
10-03-2024,20:15:00,238.12,0.09,21.43,54
10-03-2024,20:30:00,236.55,0.07,16.56,41
10-03-2024,20:45:00,234.56,0.08,18.76,47
10-03-2024,21:00:00,230.12,0.05,11.51,29
10-03-2024,21:15:00,235.12,0.03,7.05,18
10-03-2024,21:30:00,238.9,0.07,16.72,42
10-03-2024,21:45:00,238.72,0.03,7.16,18
10-03-2024,22:00:00,239.13,0.05,11.96,3
10-03-2024,22:15:00,236.27,0.08,18.9,47
10-03-2024,22:30:00,234.63,0.06,14.08,35
10-03-2024,22:45:00,236.99,0.07,16.59,41
10-03-2024,23:00:00,237.42,0.06,14.25,36
10-03-2024,23:15:00,238.5,0.04,9.54,24
10-03-2024,23:30:00,234.69,0.09,21.12,53
10-03-2024,23:45:00,236.3,0.05,11.82,3
11-03-2024,00:00:00,231.39,0.03,6.94,17
11-03-2024,00:15:00,237.93,0.04,9.52,24
11-03-2024,00:30:00,239.47,0.09,21.55,54
11-03-2024,00:45:00,234.34,0.05,11.72,29
11-03-2024,00:00:00,232.67,0.06,13.96,35
11-03-2024,00:15:00,235.62,0.05,11.78,29
11-03-2024,00:30:00,236.15,0.09,21.25,53
11-03-2024,00:45:00,239.19,0.08,19.14,48
11-03-2024,01:00:00,236.99,0.04,9.48,24
11-03-2024,01:15:00,233.06,0.04,9.32,23
11-03-2024,01:30:00,237.72,0.06,14.26,36
11-03-2024,01:45:00,235.44,0.05,11.77,29
11-03-2024,02:00:00,232.22,0.06,13.93,35
11-03-2024,02:15:00,230.88,0.06,13.85,35
11-03-2024,02:30:00,231.63,0.09,20.85,52
11-03-2024,02:45:00,230.54,0.07,16.14,4
11-03-2024,03:00:00,236.83,0.05,11.84,3
11-03-2024,03:15:00,234.02,0.08,18.72,47
11-03-2024,03:30:00,230.41,0.05,11.52,29
11-03-2024,03:45:00,235.18,0.06,14.11,35
11-03-2024,04:00:00,237.95,0.07,16.66,42
11-03-2024,04:15:00,237.86,0.09,21.41,54
11-03-2024,04:30:00,233.62,0.09,21.03,53
11-03-2024,04:45:00,236.31,0.1,23.63,59
11-03-2024,05:00:00,230.07,0.06,13.8,35
11-03-2024,05:15:00,231.16,0.1,23.12,58
11-03-2024,05:30:00,230.8,0.05,11.54,29
11-03-2024,05:45:00,233.78,0.05,11.69,29
11-03-2024,06:00:00,234.93,0.03,7.05,18
11-03-2024,06:15:00,232.07,0.09,20.89,52
11-03-2024,06:30:00,238.75,0.06,14.32,36
11-03-2024,06:45:00,238.85,0.04,9.55,24
11-03-2024,07:00:00,236.33,0.03,7.09,18
11-03-2024,07:15:00,235.79,0.09,21.22,53
11-03-2024,07:30:00,237.18,0.04,9.49,24
11-03-2024,07:45:00,237.13,0.09,21.34,53
11-03-2024,08:00:00,240.0,0.07,16.8,42
