Date,Time,Voltage (V),Current (A),Power (W),Energy (kWh)
05-03-2024,16:30:00,232.31,0.07,16.26,0.0041
05-03-2024,16:45:00,239.69,0.06,14.38,0.0036
05-03-2024,17:00:00,234,0.06,14.04,0.0035
05-03-2024,17:15:00,233.46,0.04,9.34,0.0023
05-03-2024,17:30:00,239.07,0.06,14.34,0.0036
05-03-2024,17:45:00,234.99,0.05,11.75,0.0029
05-03-2024,18:00:00,238.99,0.05,11.95,0.003
05-03-2024,18:15:00,233.9,0.09,21.05,0.0053
05-03-2024,18:30:00,235.46,0.07,16.48,0.0041
05-03-2024,18:45:00,237.2,0.05,11.86,0.003
05-03-2024,19:00:00,234.58,0.09,21.11,0.0053
05-03-2024,19:15:00,230.18,0.1,23.02,0.0058
05-03-2024,19:30:00,238.33,0.05,11.92,0.003
05-03-2024,19:45:00,234.7,0.06,14.08,0.0035
05-03-2024,20:00:00,235.2,0.1,23.52,0.0059
05-03-2024,20:15:00,237.45,0.06,14.25,0.0036
05-03-2024,20:30:00,238.22,0.04,9.53,0.0024
05-03-2024,20:45:00,231.32,0.06,13.88,0.0035
05-03-2024,21:00:00,233.01,0.04,9.32,0.0023
05-03-2024,21:15:00,237.45,0.03,7.12,0.0018
05-03-2024,21:30:00,232.04,0.09,20.88,0.0052
05-03-2024,21:45:00,230.43,0.05,11.52,0.0029
05-03-2024,22:00:00,230.61,0.07,16.14,0.004
05-03-2024,22:15:00,233.25,0.04,9.33,0.0023
05-03-2024,22:30:00,231.93,0.06,13.92,0.0035
05-03-2024,22:45:00,235.92,0.09,21.23,0.0053
05-03-2024,23:00:00,235.57,0.06,14.13,0.0035
05-03-2024,23:15:00,235.84,0.05,11.79,0.0029
05-03-2024,23:30:00,233.85,0.03,7.02,0.0018
05-03-2024,23:45:00,233.21,0.07,16.32,0.0041
06-03-2024,00:00:00,232.67,0.08,18.61,0.0047
06-03-2024,00:15:00,232.68,0.03,6.98,0.0017
06-03-2024,00:30:00,239.79,0.03,7.19,0.0018
06-03-2024,00:45:00,231.01,0.03,6.93,0.0017
06-03-2024,00:00:00,234.33,0.04,9.37,0.0023
06-03-2024,00:15:00,236.52,0.05,11.83,0.003
06-03-2024,00:30:00,236.72,0.08,18.94,0.0047
06-03-2024,00:45:00,236.47,0.08,18.92,0.0047
06-03-2024,01:00:00,235.97,0.04,9.44,0.0024
06-03-2024,01:15:00,231.09,0.07,16.18,0.004
06-03-2024,01:30:00,231.87,0.04,9.27,0.0023
06-03-2024,01:45:00,230.76,0.08,18.46,0.0046
06-03-2024,02:00:00,238.2,0.06,14.29,0.0036
06-03-2024,02:15:00,237.34,0.1,23.73,0.0059
06-03-2024,02:30:00,234.77,0.08,18.78,0.0047
06-03-2024,02:45:00,234.37,0.05,11.72,0.0029
06-03-2024,03:00:00,238.74,0.08,19.1,0.0048
06-03-2024,03:15:00,233.05,0.03,6.99,0.0017
06-03-2024,03:30:00,233.46,0.06,14.01,0.0035
06-03-2024,03:45:00,234.69,0.06,14.08,0.0035
06-03-2024,04:00:00,231.14,0.03,6.93,0.0017
06-03-2024,04:15:00,236.55,0.07,16.56,0.0041
06-03-2024,04:30:00,234.36,0.05,11.72,0.0029
06-03-2024,04:45:00,232.47,0.04,9.3,0.0023
06-03-2024,05:00:00,234.17,0.06,14.05,0.0035
06-03-2024,05:15:00,232.48,0.05,11.62,0.0029
06-03-2024,05:30:00,230.17,0.03,6.91,0.0017
06-03-2024,05:45:00,236.59,0.03,7.1,0.0018
06-03-2024,06:00:00,236.12,0.08,18.89,0.0047
06-03-2024,06:15:00,235.22,0.04,9.41,0.0024
06-03-2024,06:30:00,231.73,0.03,6.95,0.0017
06-03-2024,06:45:00,239.32,0.08,19.15,0.0048
06-03-2024,07:00:00,237.72,0.09,21.39,0.0053
06-03-2024,07:15:00,232.65,0.07,16.29,0.0041
06-03-2024,07:30:00,235.53,0.05,11.78,0.0029
06-03-2024,07:45:00,239.01,0.07,16.73,0.0042
06-03-2024,08:00:00,238.82,0.06,14.33,0.0036
06-03-2024,08:15:00,236.94,0.04,9.48,0.0024
06-03-2024,08:30:00,236.7,0.08,18.94,0.0047
06-03-2024,08:45:00,237.98,0.07,16.66,0.0042
06-03-2024,09:00:00,235.76,0.07,16.5,0.0041
06-03-2024,09:15:00,232.65,0.04,9.31,0.0023
06-03-2024,09:30:00,233.62,0.04,9.34,0.0023
06-03-2024,09:45:00,237.51,0.03,7.13,0.0018
06-03-2024,10:00:00,231.05,0.09,20.79,0.0052
06-03-2024,10:15:00,234.2,0.06,14.05,0.0035
06-03-2024,10:30:00,230.81,0.05,11.54,0.0029
06-03-2024,10:45:00,231.15,0.07,16.18,0.004
06-03-2024,11:00:00,237.59,0.06,14.26,0.0036
06-03-2024,11:15:00,232.33,0.04,9.29,0.0023
06-03-2024,11:30:00,237.91,0.05,11.9,0.003
06-03-2024,11:45:00,239.75,0.07,16.78,0.0042
06-03-2024,12:00:00,233.47,0.05,11.67,0.0029
06-03-2024,12:15:00,233.83,0.1,23.38,0.0058
06-03-2024,12:30:00,230.01,0.07,16.1,0.004
06-03-2024,12:45:00,232.88,0.09,20.96,0.0052
06-03-2024,13:00:00,234.22,0.05,11.71,0.0029
06-03-2024,13:15:00,239.08,0.06,14.34,0.0036
06-03-2024,13:30:00,232.04,0.07,16.24,0.0041
06-03-2024,13:45:00,238.2,0.08,19.06,0.0048
06-03-2024,14:00:00,231.66,0.07,16.22,0.0041
06-03-2024,14:15:00,233.21,0.04,9.33,0.0023
06-03-2024,14:30:00,231.87,0.08,18.55,0.0046
06-03-2024,14:45:00,235.58,0.07,16.49,0.0041
06-03-2024,15:00:00,233.5,0.04,9.34,0.0023
06-03-2024,15:15:00,237.25,0.08,18.98,0.0047
06-03-2024,15:30:00,234.59,0.09,21.11,0.0053
06-03-2024,15:45:00,239.52,0.06,14.37,0.0036
06-03-2024,16:00:00,233.4,0.08,18.67,0.0047
06-03-2024,16:15:00,235.36,0.05,11.77,0.0029
06-03-2024,16:30:00,234.32,0.08,18.75,0.0047
06-03-2024,16:45:00,239.6,0.07,16.77,0.0042
06-03-2024,17:00:00,235.87,0.09,21.23,0.0053
06-03-2024,17:15:00,233.12,0.09,20.98,0.0052
06-03-2024,17:30:00,237.26,0.07,16.61,0.0042
06-03-2024,17:45:00,233.75,0.09,21.04,0.0053
06-03-2024,18:00:00,232.05,0.09,20.88,0.0052
06-03-2024,18:15:00,230.52,0.08,18.44,0.0046
06-03-2024,18:30:00,232.99,0.07,16.31,0.0041
06-03-2024,18:45:00,235.8,0.07,16.51,0.0041
06-03-2024,19:00:00,238.17,0.04,9.53,0.0024
06-03-2024,19:15:00,235.09,0.07,16.46,0.0041
06-03-2024,19:30:00,234.46,0.08,18.76,0.0047
06-03-2024,19:45:00,239.51,0.06,14.37,0.0036
06-03-2024,20:00:00,231.29,0.07,16.19,0.004
06-03-2024,20:15:00,234.21,0.07,16.39,0.0041
06-03-2024,20:30:00,238.32,0.06,14.3,0.0036
06-03-2024,20:45:00,231.39,0.03,6.94,0.0017
06-03-2024,21:00:00,236.26,0.03,7.09,0.0018
06-03-2024,21:15:00,235.68,0.04,9.43,0.0024
06-03-2024,21:30:00,234.41,0.07,16.41,0.0041
06-03-2024,21:45:00,239.44,0.04,9.58,0.0024
06-03-2024,22:00:00,231.88,0.08,18.55,0.0046
06-03-2024,22:15:00,233.14,0.03,6.99,0.0017
06-03-2024,22:30:00,238.07,0.07,16.66,0.0042
06-03-2024,22:45:00,239,0.09,21.51,0.0054
06-03-2024,23:00:00,234.4,0.09,21.1,0.0053
06-03-2024,23:15:00,236.17,0.05,11.81,0.003
06-03-2024,23:30:00,233.31,0.06,14,0.0035
06-03-2024,23:45:00,237.88,0.07,16.65,0.0042
07-03-2024,00:00:00,239.74,0.08,19.18,0.0048
07-03-2024,00:15:00,233.9,0.09,21.05,0.0053
07-03-2024,00:30:00,239.86,0.06,14.39,0.0036
07-03-2024,00:45:00,230.1,0.04,9.2,0.0023
07-03-2024,00:00:00,231.39,0.06,13.88,0.0035
07-03-2024,00:15:00,234.96,0.07,16.45,0.0041
07-03-2024,00:30:00,232.86,0.08,18.63,0.0047
07-03-2024,00:45:00,237.87,0.06,14.27,0.0036
07-03-2024,01:00:00,236.65,0.06,14.2,0.0035
07-03-2024,01:15:00,230.93,0.04,9.24,0.0023
07-03-2024,01:30:00,233.69,0.08,18.7,0.0047
07-03-2024,01:45:00,234.05,0.1,23.41,0.0059
07-03-2024,02:00:00,238.31,0.07,16.68,0.0042
07-03-2024,02:15:00,234.23,0.06,14.05,0.0035
07-03-2024,02:30:00,236.79,0.07,16.58,0.0041
07-03-2024,02:45:00,231.08,0.07,16.18,0.004
07-03-2024,03:00:00,237.35,0.07,16.61,0.0042
07-03-2024,03:15:00,234.6,0.08,18.77,0.0047
07-03-2024,03:30:00,237.36,0.09,21.36,0.0053
07-03-2024,03:45:00,233.89,0.1,23.39,0.0058
07-03-2024,04:00:00,233.11,0.07,16.32,0.0041
07-03-2024,04:15:00,235.26,0.04,9.41,0.0024
07-03-2024,04:30:00,238.68,0.04,9.55,0.0024
07-03-2024,04:45:00,235.23,0.06,14.11,0.0035
07-03-2024,05:00:00,230.21,0.09,20.72,0.0052
07-03-2024,05:15:00,231.39,0.04,9.26,0.0023
07-03-2024,05:30:00,239.78,0.07,16.78,0.0042
07-03-2024,05:45:00,235.16,0.06,14.11,0.0035
07-03-2024,06:00:00,239.62,0.08,19.17,0.0048
07-03-2024,06:15:00,239.75,0.1,23.98,0.006
07-03-2024,06:30:00,239.74,0.07,16.78,0.0042
07-03-2024,06:45:00,239.12,0.08,19.13,0.0048
07-03-2024,07:00:00,238.85,0.09,21.5,0.0054
07-03-2024,07:15:00,238.8,0.06,14.33,0.0036
07-03-2024,07:30:00,234.81,0.06,14.09,0.0035
07-03-2024,07:45:00,235.17,0.08,18.81,0.0047
07-03-2024,08:00:00,237.45,0.07,16.62,0.0042
07-03-2024,08:15:00,238.49,0.09,21.46,0.0054
07-03-2024,08:30:00,237.11,0.05,11.86,0.003
07-03-2024,08:45:00,237.87,0.07,16.65,0.0042
07-03-2024,09:00:00,234.6,0.05,11.73,0.0029
07-03-2024,09:15:00,237.14,0.03,7.11,0.0018
07-03-2024,09:30:00,233.37,0.08,18.67,0.0047
07-03-2024,09:45:00,236.51,0.05,11.83,0.003
07-03-2024,10:00:00,234.69,0.06,14.08,0.0035
07-03-2024,10:15:00,236.04,0.1,23.6,0.0059
07-03-2024,10:30:00,237.18,0.06,14.23,0.0036
07-03-2024,10:45:00,237.3,0.05,11.87,0.003
07-03-2024,11:00:00,231.63,0.07,16.21,0.0041
07-03-2024,11:15:00,236.86,0.07,16.58,0.0041
07-03-2024,11:30:00,235.38,0.04,9.42,0.0024
07-03-2024,11:45:00,238.05,0.04,9.52,0.0024
07-03-2024,12:00:00,232.6,0.08,18.61,0.0047
07-03-2024,12:15:00,238.64,0.04,9.55,0.0024
07-03-2024,12:30:00,235.63,0.04,9.43,0.0024
07-03-2024,12:45:00,236.42,0.09,21.28,0.0053
07-03-2024,13:00:00,232.47,0.04,9.3,0.0023
07-03-2024,13:15:00,235.52,0.08,18.84,0.0047
07-03-2024,13:30:00,230.71,0.08,18.46,0.0046
07-03-2024,13:45:00,238.9,0.1,23.89,0.006
07-03-2024,14:00:00,236.85,0.07,16.58,0.0041
07-03-2024,14:15:00,235.95,0.07,16.52,0.0041
07-03-2024,14:30:00,237.01,0.09,21.33,0.0053
07-03-2024,14:45:00,231.58,0.06,13.89,0.0035
07-03-2024,15:00:00,231.95,0.07,16.24,0.0041
07-03-2024,15:15:00,232.95,0.1,23.3,0.0058
07-03-2024,15:30:00,235.78,0.09,21.22,0.0053
07-03-2024,15:45:00,238.39,0.08,19.07,0.0048
07-03-2024,16:00:00,231.58,0.05,11.58,0.0029
07-03-2024,16:15:00,239.64,0.03,7.19,0.0018
07-03-2024,16:30:00,232.25,0.03,6.97,0.0017
07-03-2024,16:45:00,235.53,0.05,11.78,0.0029
07-03-2024,17:00:00,231.28,0.04,9.25,0.0023
07-03-2024,17:15:00,234.56,0.09,21.11,0.0053
07-03-2024,17:30:00,232.12,0.09,20.89,0.0052
07-03-2024,17:45:00,239.04,0.06,14.34,0.0036
07-03-2024,18:00:00,231.1,0.03,6.93,0.0017
07-03-2024,18:15:00,234.11,0.07,16.39,0.0041
07-03-2024,18:30:00,231.41,0.07,16.2,0.004
07-03-2024,18:45:00,234.61,0.05,11.73,0.0029
07-03-2024,19:00:00,233.76,0.04,9.35,0.0023
07-03-2024,19:15:00,238.37,0.04,9.53,0.0024
07-03-2024,19:30:00,238.84,0.06,14.33,0.0036
07-03-2024,19:45:00,232.67,0.1,23.27,0.0058
07-03-2024,20:00:00,236.28,0.07,16.54,0.0041
07-03-2024,20:15:00,232.49,0.09,20.92,0.0052
07-03-2024,20:30:00,237.21,0.09,21.35,0.0053
07-03-2024,20:45:00,238.22,0.09,21.44,0.0054
07-03-2024,21:00:00,239.85,0.1,23.98,0.006
07-03-2024,21:15:00,233.71,0.03,7.01,0.0018
07-03-2024,21:30:00,231.5,0.07,16.21,0.0041
07-03-2024,21:45:00,232.19,0.1,23.22,0.0058
07-03-2024,22:00:00,234.89,0.05,11.74,0.0029
07-03-2024,22:15:00,230.6,0.08,18.45,0.0046
07-03-2024,22:30:00,234.76,0.08,18.78,0.0047
07-03-2024,22:45:00,236.2,0.1,23.62,0.0059
07-03-2024,23:00:00,238.97,0.1,23.9,0.006
07-03-2024,23:15:00,232.77,0.09,20.95,0.0052
07-03-2024,23:30:00,232.82,0.06,13.97,0.0035
07-03-2024,23:45:00,238.98,0.09,21.51,0.0054
08-03-2024,00:00:00,234.47,0.07,16.41,0.0041
08-03-2024,00:15:00,236.25,0.03,7.09,0.0018
08-03-2024,00:30:00,239.39,0.04,9.58,0.0024
08-03-2024,00:45:00,238.51,0.06,14.31,0.0036
08-03-2024,00:00:00,231.06,0.06,13.86,0.0035
08-03-2024,00:15:00,232.12,0.06,13.93,0.0035
08-03-2024,00:30:00,232.85,0.04,9.31,0.0023
08-03-2024,00:45:00,232.16,0.05,11.61,0.0029
08-03-2024,01:00:00,236.35,0.06,14.18,0.0035
08-03-2024,01:15:00,230.44,0.07,16.13,0.004
08-03-2024,01:30:00,234.75,0.04,9.39,0.0023
08-03-2024,01:45:00,230.93,0.06,13.86,0.0035
08-03-2024,02:00:00,238.2,0.07,16.67,0.0042
08-03-2024,02:15:00,233.48,0.05,11.67,0.0029
08-03-2024,02:30:00,231.06,0.07,16.17,0.004
08-03-2024,02:45:00,236.41,0.04,9.46,0.0024
08-03-2024,03:00:00,231.14,0.03,6.93,0.0017
08-03-2024,03:15:00,236.01,0.07,16.52,0.0041
08-03-2024,03:30:00,238.27,0.05,11.91,0.003
08-03-2024,03:45:00,230.02,0.09,20.7,0.0052
08-03-2024,04:00:00,238.36,0.06,14.3,0.0036
08-03-2024,04:15:00,239.97,0.08,19.2,0.0048
08-03-2024,04:30:00,234.56,0.09,21.11,0.0053
08-03-2024,04:45:00,232.74,0.05,11.64,0.0029
08-03-2024,05:00:00,237.16,0.04,9.49,0.0024
08-03-2024,05:15:00,234.04,0.05,11.7,0.0029
08-03-2024,05:30:00,230.69,0.08,18.46,0.0046
08-03-2024,05:45:00,236.45,0.04,9.46,0.0024
08-03-2024,06:00:00,235.38,0.07,16.48,0.0041
08-03-2024,06:15:00,237.92,0.05,11.9,0.003
08-03-2024,06:30:00,237.83,0.04,9.51,0.0024
08-03-2024,06:45:00,236.41,0.04,9.46,0.0024
08-03-2024,07:00:00,234.18,0.08,18.73,0.0047
08-03-2024,07:15:00,238.09,0.06,14.29,0.0036
08-03-2024,07:30:00,232.73,0.06,13.96,0.0035
08-03-2024,07:45:00,238.98,0.05,11.95,0.003
08-03-2024,08:00:00,230.11,0.06,13.81,0.0035
08-03-2024,08:15:00,238.56,0.07,16.7,0.0042
08-03-2024,08:30:00,230.42,0.07,16.13,0.004
08-03-2024,08:45:00,231.66,0.09,20.85,0.0052
08-03-2024,09:00:00,239.09,0.08,19.13,0.0048
08-03-2024,09:15:00,238.51,0.09,21.47,0.0054
08-03-2024,09:30:00,238.34,0.09,21.45,0.0054
08-03-2024,09:45:00,234.41,0.09,21.1,0.0053
08-03-2024,10:00:00,235.28,0.05,11.76,0.0029
08-03-2024,10:15:00,237.95,0.07,16.66,0.0042
08-03-2024,10:30:00,230.77,0.07,16.15,0.004
08-03-2024,10:45:00,235.44,0.09,21.19,0.0053
08-03-2024,11:00:00,231.58,0.1,23.16,0.0058
08-03-2024,11:15:00,235.71,0.1,23.57,0.0059
08-03-2024,11:30:00,239.62,0.06,14.38,0.0036
08-03-2024,11:45:00,235.14,0.06,14.11,0.0035
08-03-2024,12:00:00,232.78,0.05,11.64,0.0029
08-03-2024,12:15:00,238.68,0.1,23.87,0.006
08-03-2024,12:30:00,235.09,0.04,9.4,0.0024
08-03-2024,12:45:00,234.62,0.04,9.38,0.0023
08-03-2024,13:00:00,233.29,0.07,16.33,0.0041
08-03-2024,13:15:00,234.45,0.06,14.07,0.0035
08-03-2024,13:30:00,236.46,0.05,11.82,0.003
08-03-2024,13:45:00,235.46,0.07,16.48,0.0041
08-03-2024,14:00:00,232.72,0.04,9.31,0.0023
08-03-2024,14:15:00,233.82,0.06,14.03,0.0035
08-03-2024,14:30:00,231.48,0.08,18.52,0.0046
08-03-2024,14:45:00,239.66,0.09,21.57,0.0054
08-03-2024,15:00:00,233.91,0.03,7.02,0.0018
08-03-2024,15:15:00,232.38,0.06,13.94,0.0035
08-03-2024,15:30:00,236.86,0.06,14.21,0.0036
08-03-2024,15:45:00,236.68,0.05,11.83,0.003
08-03-2024,16:00:00,237.43,0.06,14.25,0.0036
08-03-2024,16:15:00,239.12,0.07,16.74,0.0042
08-03-2024,16:30:00,238.63,0.09,21.48,0.0054
08-03-2024,16:45:00,235.77,0.06,14.15,0.0035
08-03-2024,17:00:00,231.7,0.07,16.22,0.0041
08-03-2024,17:15:00,235.48,0.08,18.84,0.0047
08-03-2024,17:30:00,237.39,0.08,18.99,0.0047
08-03-2024,17:45:00,238.93,0.07,16.73,0.0042
08-03-2024,18:00:00,237.11,0.04,9.48,0.0024
08-03-2024,18:15:00,239.48,0.09,21.55,0.0054
08-03-2024,18:30:00,230.06,0.09,20.71,0.0052
08-03-2024,18:45:00,233.51,0.08,18.68,0.0047
08-03-2024,19:00:00,238.94,0.07,16.73,0.0042
08-03-2024,19:15:00,239.61,0.08,19.17,0.0048
08-03-2024,19:30:00,234.7,0.07,16.43,0.0041
08-03-2024,19:45:00,237.49,0.07,16.62,0.0042
08-03-2024,20:00:00,237.58,0.03,7.13,0.0018
08-03-2024,20:15:00,235.6,0.06,14.14,0.0035
08-03-2024,20:30:00,230.59,0.04,9.22,0.0023
08-03-2024,20:45:00,236.1,0.05,11.8,0.003
08-03-2024,21:00:00,234.57,0.08,18.77,0.0047
08-03-2024,21:15:00,234.08,0.05,11.7,0.0029
08-03-2024,21:30:00,237.56,0.07,16.63,0.0042
08-03-2024,21:45:00,237.08,0.03,7.11,0.0018
08-03-2024,22:00:00,231.56,0.06,13.89,0.0035
08-03-2024,22:15:00,239.72,0.08,19.18,0.0048
08-03-2024,22:30:00,235.93,0.05,11.8,0.003
08-03-2024,22:45:00,238.79,0.06,14.33,0.0036
08-03-2024,23:00:00,234.73,0.04,9.39,0.0023
08-03-2024,23:15:00,233.23,0.06,13.99,0.0035
08-03-2024,23:30:00,235.71,0.04,9.43,0.0024
08-03-2024,23:45:00,231.51,0.07,16.21,0.0041
09-03-2024,00:00:00,238.53,0.09,21.47,0.0054
09-03-2024,00:15:00,230.19,0.06,13.81,0.0035
09-03-2024,00:30:00,235.87,0.04,9.43,0.0024
09-03-2024,00:45:00,239.19,0.1,23.92,0.006
09-03-2024,00:00:00,238.66,0.04,9.55,0.0024
09-03-2024,00:15:00,239.49,0.06,14.37,0.0036
09-03-2024,00:30:00,233.01,0.07,16.31,0.0041
09-03-2024,00:45:00,230.96,0.04,9.24,0.0023
09-03-2024,01:00:00,238.59,0.06,14.32,0.0036
09-03-2024,01:15:00,236.81,0.04,9.47,0.0024
09-03-2024,01:30:00,235.34,0.04,9.41,0.0024
09-03-2024,01:45:00,232.24,0.1,23.22,0.0058
09-03-2024,02:00:00,232.15,0.04,9.29,0.0023
09-03-2024,02:15:00,233.4,0.09,21.01,0.0053
09-03-2024,02:30:00,230.3,0.08,18.42,0.0046
09-03-2024,02:45:00,237.34,0.05,11.87,0.003
09-03-2024,03:00:00,232.08,0.07,16.25,0.0041
09-03-2024,03:15:00,231.43,0.05,11.57,0.0029
09-03-2024,03:30:00,234.53,0.06,14.07,0.0035
09-03-2024,03:45:00,239.59,0.1,23.96,0.006
09-03-2024,04:00:00,237.19,0.04,9.49,0.0024
09-03-2024,04:15:00,232.41,0.05,11.62,0.0029
09-03-2024,04:30:00,235.96,0.06,14.16,0.0035
09-03-2024,04:45:00,232.97,0.03,6.99,0.0017
09-03-2024,05:00:00,236.92,0.09,21.32,0.0053
09-03-2024,05:15:00,238.4,0.1,23.84,0.006
09-03-2024,05:30:00,238.21,0.04,9.53,0.0024
09-03-2024,05:45:00,237.94,0.04,9.52,0.0024
09-03-2024,06:00:00,232.65,0.03,6.98,0.0017
09-03-2024,06:15:00,237.21,0.04,9.49,0.0024
09-03-2024,06:30:00,234.79,0.08,18.78,0.0047
09-03-2024,06:45:00,231.72,0.08,18.54,0.0046
09-03-2024,07:00:00,235.32,0.03,7.06,0.0018
09-03-2024,07:15:00,235.85,0.07,16.51,0.0041
09-03-2024,07:30:00,232.82,0.06,13.97,0.0035
09-03-2024,07:45:00,237.04,0.05,11.85,0.003
09-03-2024,08:00:00,234.47,0.07,16.41,0.0041
09-03-2024,08:15:00,230.61,0.08,18.45,0.0046
09-03-2024,08:30:00,239.99,0.1,24,0.006
09-03-2024,08:45:00,238.27,0.1,23.83,0.006
09-03-2024,09:00:00,239.82,0.06,14.39,0.0036
09-03-2024,09:15:00,237.69,0.06,14.26,0.0036
09-03-2024,09:30:00,234.69,0.04,9.39,0.0023
09-03-2024,09:45:00,237.68,0.09,21.39,0.0053
09-03-2024,10:00:00,235.05,0.09,21.15,0.0053
09-03-2024,10:15:00,230.13,0.09,20.71,0.0052
09-03-2024,10:30:00,236.34,0.06,14.18,0.0035
09-03-2024,10:45:00,237.86,0.08,19.03,0.0048
09-03-2024,11:00:00,236.94,0.07,16.59,0.0041
09-03-2024,11:15:00,233.08,0.06,13.98,0.0035
09-03-2024,11:30:00,238.73,0.05,11.94,0.003
09-03-2024,11:45:00,231.48,0.04,9.26,0.0023
09-03-2024,12:00:00,231.68,0.09,20.85,0.0052
09-03-2024,12:15:00,235.23,0.04,9.41,0.0024
09-03-2024,12:30:00,237.39,0.07,16.62,0.0042
09-03-2024,12:45:00,238.94,0.06,14.34,0.0036
09-03-2024,13:00:00,232.36,0.03,6.97,0.0017
09-03-2024,13:15:00,236.48,0.04,9.46,0.0024
09-03-2024,13:30:00,232.27,0.09,20.9,0.0052
09-03-2024,13:45:00,238.76,0.09,21.49,0.0054
09-03-2024,14:00:00,230.55,0.05,11.53,0.0029
09-03-2024,14:15:00,234.42,0.09,21.1,0.0053
09-03-2024,14:30:00,238.03,0.06,14.28,0.0036
09-03-2024,14:45:00,231.77,0.04,9.27,0.0023
09-03-2024,15:00:00,234.79,0.06,14.09,0.0035
09-03-2024,15:15:00,232.34,0.03,6.97,0.0017
09-03-2024,15:30:00,235.07,0.08,18.81,0.0047
09-03-2024,15:45:00,238.17,0.04,9.53,0.0024
09-03-2024,16:00:00,234.08,0.06,14.04,0.0035
09-03-2024,16:15:00,236.71,0.06,14.2,0.0035
09-03-2024,16:30:00,234.38,0.1,23.44,0.0059
09-03-2024,16:45:00,232.23,0.07,16.26,0.0041
09-03-2024,17:00:00,238.73,0.05,11.94,0.003
09-03-2024,17:15:00,230.93,0.05,11.55,0.0029
09-03-2024,17:30:00,239.63,0.07,16.77,0.0042
09-03-2024,17:45:00,232.99,0.1,23.3,0.0058
09-03-2024,18:00:00,230.26,0.08,18.42,0.0046
09-03-2024,18:15:00,237.99,0.06,14.28,0.0036
09-03-2024,18:30:00,239.58,0.03,7.19,0.0018
09-03-2024,18:45:00,237.25,0.05,11.86,0.003
09-03-2024,19:00:00,232.77,0.06,13.97,0.0035
09-03-2024,19:15:00,239.89,0.07,16.79,0.0042
09-03-2024,19:30:00,237.46,0.06,14.25,0.0036
09-03-2024,19:45:00,239.67,0.06,14.38,0.0036
09-03-2024,20:00:00,230.52,0.06,13.83,0.0035
09-03-2024,20:15:00,236.03,0.06,14.16,0.0035
09-03-2024,20:30:00,233.68,0.06,14.02,0.0035
09-03-2024,20:45:00,238,0.06,14.28,0.0036
09-03-2024,21:00:00,239.67,0.08,19.17,0.0048
09-03-2024,21:15:00,230.56,0.08,18.44,0.0046
09-03-2024,21:30:00,230.79,0.03,6.92,0.0017
09-03-2024,21:45:00,235.95,0.07,16.52,0.0041
09-03-2024,22:00:00,231.43,0.06,13.89,0.0035
09-03-2024,22:15:00,230.52,0.1,23.05,0.0058
09-03-2024,22:30:00,230.09,0.04,9.2,0.0023
09-03-2024,22:45:00,234.01,0.08,18.72,0.0047
09-03-2024,23:00:00,238.33,0.03,7.15,0.0018
09-03-2024,23:15:00,235.21,0.06,14.11,0.0035
09-03-2024,23:30:00,236.15,0.06,14.17,0.0035
09-03-2024,23:45:00,237.75,0.07,16.64,0.0042
10-03-2024,00:00:00,232.52,0.05,11.63,0.0029
10-03-2024,00:15:00,232.1,0.04,9.28,0.0023
10-03-2024,00:30:00,232.12,0.05,11.61,0.0029
10-03-2024,00:45:00,237.65,0.07,16.64,0.0042
10-03-2024,00:00:00,234.9,0.05,11.75,0.0029
10-03-2024,00:15:00,236.97,0.08,18.96,0.0047
10-03-2024,00:30:00,233.5,0.08,18.68,0.0047
10-03-2024,00:45:00,235.55,0.03,7.07,0.0018
10-03-2024,01:00:00,239.52,0.04,9.58,0.0024
10-03-2024,01:15:00,237.89,0.05,11.89,0.003
10-03-2024,01:30:00,239.54,0.05,11.98,0.003
10-03-2024,01:45:00,236.97,0.09,21.33,0.0053
10-03-2024,02:00:00,234.69,0.06,14.08,0.0035
10-03-2024,02:15:00,239.23,0.05,11.96,0.003
10-03-2024,02:30:00,234.68,0.04,9.39,0.0023
10-03-2024,02:45:00,231.31,0.04,9.25,0.0023
10-03-2024,03:00:00,237.69,0.09,21.39,0.0053
10-03-2024,03:15:00,234.01,0.04,9.36,0.0023
10-03-2024,03:30:00,237.28,0.06,14.24,0.0036
10-03-2024,03:45:00,239.52,0.09,21.56,0.0054
10-03-2024,04:00:00,236.17,0.08,18.89,0.0047
10-03-2024,04:15:00,231.57,0.05,11.58,0.0029
10-03-2024,04:30:00,236.67,0.09,21.3,0.0053
10-03-2024,04:45:00,235.3,0.05,11.77,0.0029
10-03-2024,05:00:00,237.56,0.1,23.76,0.0059
10-03-2024,05:15:00,239.13,0.09,21.52,0.0054
10-03-2024,05:30:00,231.19,0.08,18.5,0.0046
10-03-2024,05:45:00,237.01,0.05,11.85,0.003
10-03-2024,06:00:00,230.68,0.03,6.92,0.0017
10-03-2024,06:15:00,235.85,0.03,7.08,0.0018
10-03-2024,06:30:00,231.33,0.04,9.25,0.0023
10-03-2024,06:45:00,231.08,0.04,9.24,0.0023
10-03-2024,07:00:00,237.09,0.09,21.34,0.0053
10-03-2024,07:15:00,235.85,0.08,18.87,0.0047
10-03-2024,07:30:00,234.54,0.1,23.45,0.0059
10-03-2024,07:45:00,235,0.07,16.45,0.0041
10-03-2024,08:00:00,231.39,0.1,23.14,0.0058
